name,description,brand,price,compareAtPrice,stock,categoryName,imageUrls,specs,variants
Yoga 11E,"Upgrade your workflow with the Yoga 11E, a high-performance device expertly designed for the Kenyan market. Whether you are a business professional in Nairobi, a student in Mombasa, or managing an office in Kisumu, this Generic unit delivers reliable, uncompromised performance to tackle your daily tasks.

Featuring robust build quality and advanced security protocols, the Yoga 11E is an exceptional long-term investment. Experience fast connectivity, brilliant display output, and seamless multitasking that empowers you to work smarter, not harder.",Generic,15000.0,18000,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell 5320  i5 11gen.jfif,"{""Brand"": ""Generic"", ""Condition"": ""Refurbished / Ex-UK (Unless stated new)"", ""Warranty"": ""6 Months Limited Warranty"", ""Target"": ""Professionals & Students in Kenya"", ""Processor"": ""Intel Core i5 / i7 (depending on configuration)"", ""RAM"": ""8GB / 16GB"", ""Storage"": ""256GB / 512GB SSD""}","[{""id"": ""41b1e5a2-7921-42f9-8168-a4eb21d2672b"", ""name"": ""4/128"", ""priceOffset"": 0.0, ""stock"": 5}]"
1040 G8,"Upgrade your workflow with the 1040 G8, a high-performance device expertly designed for the Kenyan market. Whether you are a business professional in Nairobi, a student in Mombasa, or managing an office in Kisumu, this Generic unit delivers reliable, uncompromised performance to tackle your daily tasks.

Featuring robust build quality and advanced security protocols, the 1040 G8 is an exceptional long-term investment. Experience fast connectivity, brilliant display output, and seamless multitasking that empowers you to work smarter, not harder.",Generic,65000.0,78000,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/1040 g8.jfif,"{""Brand"": ""Generic"", ""Condition"": ""Refurbished / Ex-UK (Unless stated new)"", ""Warranty"": ""6 Months Limited Warranty"", ""Target"": ""Professionals & Students in Kenya"", ""Processor"": ""Intel Core i5 / i7 (depending on configuration)"", ""RAM"": ""8GB / 16GB"", ""Storage"": ""256GB / 512GB SSD""}","[{""id"": ""92687193-e348-451c-9b15-7b4f3cb9e391"", ""name"": ""i7 32/512"", ""priceOffset"": 0.0, ""stock"": 5}]"
830 G8,"Upgrade your workflow with the 830 G8, a high-performance device expertly designed for the Kenyan market. Whether you are a business professional in Nairobi, a student in Mombasa, or managing an office in Kisumu, this Generic unit delivers reliable, uncompromised performance to tackle your daily tasks.

Featuring robust build quality and advanced security protocols, the 830 G8 is an exceptional long-term investment. Experience fast connectivity, brilliant display output, and seamless multitasking that empowers you to work smarter, not harder.",Generic,48500.0,58000,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/830 g8.jfif,"{""Brand"": ""Generic"", ""Condition"": ""Refurbished / Ex-UK (Unless stated new)"", ""Warranty"": ""6 Months Limited Warranty"", ""Target"": ""Professionals & Students in Kenya"", ""Processor"": ""Intel Core i5 / i7 (depending on configuration)"", ""RAM"": ""8GB / 16GB"", ""Storage"": ""256GB / 512GB SSD""}","[{""id"": ""86c06380-a463-444d-8692-2830387c575b"", ""name"": ""i7 16/512"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""12315519-88f4-4d39-b2f4-57eab8becd44"", ""name"": ""i7 16/512  TOUCH"", ""priceOffset"": 1500.0, ""stock"": 5}]"
830 G6,"The HP EliteBook 830 G6 is a premium 13.3-inch business laptop designed for the modern professional in Kenya. Its compact, lightweight aluminum chassis makes it the ultimate travel companion for working on the go . Powered by an 8th Gen Intel Core i5 or i7 processor and up to 16GB RAM, this laptop delivers exceptional performance for productivity, collaboration, and business-critical tasks .

The EliteBook 830 G6 features a brilliant 13.3-inch FHD display and comes with Bang & Olufsen audio for crystal-clear conferencing . It’s built on a secure foundation with HP Sure Start and includes a full suite of ports, including USB-C, HDMI, and Ethernet . With an optional touchscreen and a long-lasting battery, it's the perfect choice for executives and students who demand performance and portability.",Generic,37500.0,45000,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp 830 g6 i5 8th gen 8gb 256gb.jfif,"{""Processor"": ""Intel Core i5-8365U / i7-8665U (8th Gen)"", ""Graphics"": ""Integrated Intel UHD Graphics"", ""RAM"": ""Up to 16GB"", ""Storage"": ""256GB / 512GB SSD"", ""Display"": ""13.3-inch FHD (1920 x 1080)"", ""Audio"": ""Bang & Olufsen""}","[{""id"": ""7c098e78-7342-42c3-b802-8f868fa8a2c5"", ""name"": ""i5 8/256 x360 touch"", ""priceOffset"": 0.0, ""stock"": 5}]"
640 G2,"The HP ProBook 640 G2 is a durable 14-inch business laptop built for productivity in the Kenyan workplace. Powered by a 6th Gen Intel Core i5 processor and 8GB RAM, it delivers reliable performance for daily tasks, from spreadsheets and presentations to email and web conferencing. Its robust design includes a spill-resistant keyboard, making it a dependable choice for busy offices in Nairobi, Mombasa, and Kisumu.

With a 14-inch FHD anti-glare display and a 256GB SSD for fast boot times, this laptop ensures efficient workflow. It comes with essential ports for connectivity and is a cost-effective solution for professionals and students seeking a trustworthy laptop.",Generic,23500.0,28000,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/640 G2 i5 6th.jfif,"{""Processor"": ""Intel Core i5-6300U (6th Gen)"", ""RAM"": ""8GB DDR4"", ""Storage"": ""256GB SSD"", ""Display"": ""14-inch FHD (1920 x 1080)"", ""Weight"": ""Approx. 2.0 kg"", ""Features"": ""Spill-resistant keyboard, fingerprint reader (optional)""}","[{""id"": ""52abf69f-0e3e-45f3-8346-9a1d84c713e5"", ""name"": ""i5 6th gen 8/256"", ""priceOffset"": 2000.0, ""stock"": 5}, {""id"": ""e7f1f079-386b-465e-9293-19f6478a4ac7"", ""name"": ""i5 6th gen 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
820 G3,"The HP EliteBook 820 G3 is a premium 12.5-inch ultra-portable laptop designed for Kenyan professionals who value mobility and performance. Its compact, silver chassis weighs just 1.26 kg, making it an ideal travel companion for business trips and remote work. Powered by an Intel Core i5-6300U processor and 8GB DDR4 RAM, it handles business applications and multitasking with ease.

This EliteBook features a vibrant FHD display with an anti-glare coating and Bang & Olufsen audio for an enhanced media experience. With its durable construction, SSD storage, and long battery life, the 820 G3 is a smart investment for the executive on the go.",Generic,24000.0,29000,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/820 g3.jfif,"{""Processor"": ""Intel Core i5-6300U (6th Gen)"", ""RAM"": ""8GB DDR4"", ""Storage"": ""256GB SSD"", ""Display"": ""12.5-inch FHD (1920 x 1080), Anti-Glare"", ""Weight"": ""1.26 kg"", ""Features"": ""Spill-resistant keyboard, fingerprint reader""}","[{""id"": ""8976dba4-1df0-4a35-b3ac-c7c1d28e8fa9"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""60208a77-29ef-49d4-ade4-acd3fb92c1fe"", ""name"": ""i5 8/256"", ""priceOffset"": 500.0, ""stock"": 5}]"
820 G2,"Upgrade your workflow with the 820 G2, a high-performance device expertly designed for the Kenyan market. Whether you are a business professional in Nairobi, a student in Mombasa, or managing an office in Kisumu, this Generic unit delivers reliable, uncompromised performance to tackle your daily tasks.

Featuring robust build quality and advanced security protocols, the 820 G2 is an exceptional long-term investment. Experience fast connectivity, brilliant display output, and seamless multitasking that empowers you to work smarter, not harder.",Generic,19500.0,23500,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/1030 g2.jfif,"{""Brand"": ""Generic"", ""Condition"": ""Refurbished / Ex-UK (Unless stated new)"", ""Warranty"": ""6 Months Limited Warranty"", ""Target"": ""Professionals & Students in Kenya"", ""Processor"": ""Intel Core i5 / i7 (depending on configuration)"", ""RAM"": ""8GB / 16GB"", ""Storage"": ""256GB / 512GB SSD""}","[{""id"": ""a4f64d5c-921f-4a30-9688-aad1a0ccbde2"", ""name"": ""i5 8/500gb"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 11 G10 12thgen,"Upgrade your workflow with the HP 11 G10 12thgen, a high-performance device expertly designed for the Kenyan market. Whether you are a business professional in Nairobi, a student in Mombasa, or managing an office in Kisumu, this HP unit delivers reliable, uncompromised performance to tackle your daily tasks.

Featuring robust build quality and advanced security protocols, the HP 11 G10 12thgen is an exceptional long-term investment. Experience fast connectivity, brilliant display output, and seamless multitasking that empowers you to work smarter, not harder.",Hp,30000.0,36000,15,Hp,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/440 g10.jfif,"{""Brand"": ""HP"", ""Condition"": ""Refurbished / Ex-UK (Unless stated new)"", ""Warranty"": ""6 Months Limited Warranty"", ""Target"": ""Professionals & Students in Kenya"", ""Processor"": ""Intel Core i5 / i7 (depending on configuration)"", ""RAM"": ""8GB / 16GB"", ""Storage"": ""256GB / 512GB SSD""}","[{""id"": ""4b00f4ad-0591-4606-963a-68eb55e30717"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 11 G6,"Upgrade your workflow with the HP 11 G6, a high-performance device expertly designed for the Kenyan market. Whether you are a business professional in Nairobi, a student in Mombasa, or managing an office in Kisumu, this HP unit delivers reliable, uncompromised performance to tackle your daily tasks.

Featuring robust build quality and advanced security protocols, the HP 11 G6 is an exceptional long-term investment. Experience fast connectivity, brilliant display output, and seamless multitasking that empowers you to work smarter, not harder.",Hp,26000.0,31000,15,Hp,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/640 G2 i5 6th.jfif,"{""Brand"": ""HP"", ""Condition"": ""Refurbished / Ex-UK (Unless stated new)"", ""Warranty"": ""6 Months Limited Warranty"", ""Target"": ""Professionals & Students in Kenya"", ""Processor"": ""Intel Core i5 / i7 (depending on configuration)"", ""RAM"": ""8GB / 16GB"", ""Storage"": ""256GB / 512GB SSD""}","[{""id"": ""0c06deec-6b2b-443f-bd3b-5aa40bdfcf9f"", ""name"": ""i5 10th gen 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 11 G1,"Upgrade your workflow with the HP 11 G1, a high-performance device expertly designed for the Kenyan market. Whether you are a business professional in Nairobi, a student in Mombasa, or managing an office in Kisumu, this HP unit delivers reliable, uncompromised performance to tackle your daily tasks.

Featuring robust build quality and advanced security protocols, the HP 11 G1 is an exceptional long-term investment. Experience fast connectivity, brilliant display output, and seamless multitasking that empowers you to work smarter, not harder.",Hp,17500.0,21000,15,Hp,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp 11 g1.jfif,"{""Brand"": ""HP"", ""Condition"": ""Refurbished / Ex-UK (Unless stated new)"", ""Warranty"": ""6 Months Limited Warranty"", ""Target"": ""Professionals & Students in Kenya"", ""Processor"": ""Intel Core i5 / i7 (depending on configuration)"", ""RAM"": ""8GB / 16GB"", ""Storage"": ""256GB / 512GB SSD""}","[{""id"": ""2dced524-c75d-4643-8574-2382639eff15"", ""name"": ""4/128"", ""priceOffset"": 0.0, ""stock"": 5}]"
11 G1,"Upgrade your workflow with the 11 G1, a high-performance device expertly designed for the Kenyan market. Whether you are a business professional in Nairobi, a student in Mombasa, or managing an office in Kisumu, this Generic unit delivers reliable, uncompromised performance to tackle your daily tasks.

Featuring robust build quality and advanced security protocols, the 11 G1 is an exceptional long-term investment. Experience fast connectivity, brilliant display output, and seamless multitasking that empowers you to work smarter, not harder.",Generic,18500.0,22000,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp 11 g1.jfif,"{""Brand"": ""Generic"", ""Condition"": ""Refurbished / Ex-UK (Unless stated new)"", ""Warranty"": ""6 Months Limited Warranty"", ""Target"": ""Professionals & Students in Kenya"", ""Processor"": ""Intel Core i5 / i7 (depending on configuration)"", ""RAM"": ""8GB / 16GB"", ""Storage"": ""256GB / 512GB SSD""}","[{""id"": ""b2a8cd39-560c-47e7-a610-68d2de92973f"", ""name"": ""8/128"", ""priceOffset"": 0.0, ""stock"": 5}]"
