name,description,brand,price,compareAtPrice,stock,categoryName,imageUrls,specs,variants
Yoga 11E,Yoga 11E 4/128,Generic,15000.0,18000,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell 5320  i5 11gen.jfif,"{""RAM"": ""4GB"", ""Storage"": ""128GB""}","[{""id"": ""3618d0b7-505e-46e9-bab1-82b6b3fbfe92"", ""name"": ""4/128"", ""priceOffset"": 0.0, ""stock"": 5}]"
1040 G8,1040 G8 i7 32/512,Generic,65000.0,78000,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/1040 g8.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""32GB"", ""Storage"": ""512GB""}","[{""id"": ""208c655f-250c-4b68-8805-589321ab85dc"", ""name"": ""i7 32/512"", ""priceOffset"": 0.0, ""stock"": 5}]"
830 G8,830 G8 i7 16/512,Generic,48500.0,58000,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/830 g8.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""16GB"", ""Storage"": ""512GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""ba9d7215-c968-4e75-a116-fd0a337be59a"", ""name"": ""i7 16/512"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""67b4b4fb-fc19-49ac-9f7f-f58f2bd1c3b5"", ""name"": ""i7 16/512  TOUCH"", ""priceOffset"": 1500.0, ""stock"": 5}]"
830 G6,830 G6 i5 8/256 x360 touch,Generic,37500.0,45000,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp 830 g6 i5 8th gen 8gb 256gb.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""c1057300-26c7-42b5-b2f8-c588760882cc"", ""name"": ""i5 8/256 x360 touch"", ""priceOffset"": 0.0, ""stock"": 5}]"
640 G2,640 G2 i5 6th gen 8/256,Generic,23500.0,28000,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/640 G2 i5 6th.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""dc5c55bd-31be-44de-80c0-6d403b82bdc9"", ""name"": ""i5 6th gen 8/256"", ""priceOffset"": 2000.0, ""stock"": 5}, {""id"": ""fe75a13e-fb5e-4a19-ae62-d5bf188421d9"", ""name"": ""i5 6th gen 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
820 G3,820 G3 i5 8/256,Generic,24000.0,29000,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/820 g3.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""24ae5d25-f437-40d2-96b7-b7aca0a014a7"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""ea51ecbd-7d57-42a9-a9ef-3db7d38d1254"", ""name"": ""i5 8/256"", ""priceOffset"": 500.0, ""stock"": 5}]"
820 G2,820 G2 i5 8/500gb,Generic,19500.0,23500,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/1030 g2.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""500GB""}","[{""id"": ""47e45bba-4506-4b31-aa3d-e45a63eba143"", ""name"": ""i5 8/500gb"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 11 G10 12thgen,HP 11 G10 12thgen i5 8/256,Hp,30000.0,36000,15,Hp,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/440 g10.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""f8255408-2606-402a-9a2f-484fa8edc727"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 11 G6,HP 11 G6 i5 10th gen 8/256,Hp,26000.0,31000,15,Hp,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/640 G2 i5 6th.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""c0747a59-9a0d-4a29-a4b0-ce67df984d4d"", ""name"": ""i5 10th gen 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 11 G1,HP 11 G1 4/128,Hp,17500.0,21000,15,Hp,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp 11 g1.jfif,"{""RAM"": ""4GB"", ""Storage"": ""128GB""}","[{""id"": ""feec7220-6915-41f7-b736-bb8f9088cac0"", ""name"": ""4/128"", ""priceOffset"": 0.0, ""stock"": 5}]"
11 G1,11 G1 8/128,Generic,18500.0,22000,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp 11 g1.jfif,"{""RAM"": ""8GB"", ""Storage"": ""128GB""}","[{""id"": ""24be924a-1edd-4e38-a531-158905151bd6"", ""name"": ""8/128"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 830 G6,HP 830 G6 i5 8/256,Hp,30500.0,36500,15,Hp,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp 830 g6 i5 8th gen 8gb 256gb.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""ffc3b52b-ca69-424b-a26c-6ff83cc6895a"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 840 G5,HP 840 G5 i5 8/256,Hp,30500.0,36500,15,Hp,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g5.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""11412398-f442-4c26-9a26-7b0619a9660d"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 840 G3,HP 840 G3 i7 8/256,Hp,27500.0,33000,15,Hp,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g3.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""e17cb14c-f0b8-442b-9cee-226ee4d9f52e"", ""name"": ""i7 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 840 G4,HP 840 G4 i7 8/256,Hp,28500.0,34000,15,Hp,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g4.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""cd4cf32d-2538-4747-9987-13cd933da590"", ""name"": ""i7 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
X390,X390 i5 16/256 touch,Generic,27000.0,32500,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp x2.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""e0f07c46-2e20-4da7-8ba3-faf2fa74f4df"", ""name"": ""i5 16/256 touch"", ""priceOffset"": 1500.0, ""stock"": 5}, {""id"": ""5632cf02-dff4-4456-b3b6-053f52eb6141"", ""name"": ""i5 16/256 normal"", ""priceOffset"": 500.0, ""stock"": 5}, {""id"": ""9b8502d9-99d6-4b41-8bbe-cb8b4b7db01c"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
X280,X280 i7 16/256,Generic,23500.0,28000,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp x2.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""f2d42139-46e2-4022-841d-fea114e2c079"", ""name"": ""i7 16/256"", ""priceOffset"": 8500.0, ""stock"": 5}, {""id"": ""3e6a4eb5-7ea2-4fb1-b0da-01be0277bdd3"", ""name"": ""i7 16/256 touch"", ""priceOffset"": 9000.0, ""stock"": 5}, {""id"": ""a3db7d7b-011c-4108-880d-8840f6301043"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""649126f6-7ea2-421b-a05d-a825fe7e7884"", ""name"": ""i5 16/256"", ""priceOffset"": 3000.0, ""stock"": 5}, {""id"": ""9bce2d03-4a76-4225-82cd-190cee00ba04"", ""name"": ""i5 8/256 touch"", ""priceOffset"": 3500.0, ""stock"": 5}]"
Dell 5300,Dell 5300 i5 16/256 touch x360,Dell,29000.0,35000,15,Dell,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell 5300.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""c6df7cf6-bfbe-4f08-809a-099286396453"", ""name"": ""i5 16/256 touch x360"", ""priceOffset"": 500.0, ""stock"": 5}, {""id"": ""37148041-5975-4bcc-bfb5-8471abca0c0a"", ""name"": ""i5 8/256 touch"", ""priceOffset"": 0.0, ""stock"": 5}]"
830 G7,830 G7 i7 16/512 x360 touch,Generic,43000.0,51500,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/830 g7.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""16GB"", ""Storage"": ""512GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""992fbe7c-4db5-4b6f-b847-ee33484f0cbc"", ""name"": ""i7 16/512 x360 touch"", ""priceOffset"": 0.0, ""stock"": 5}]"
840 G6,840 G6 i7 16/512,Generic,32500.0,39000,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp840 G6 i5 8th.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""311b3fef-81a0-4a70-bd4e-923df79a6213"", ""name"": ""i7 16/512"", ""priceOffset"": 13000.0, ""stock"": 5}, {""id"": ""14459bbd-1b0a-4a3a-9a26-d9d4a7c4b837"", ""name"": ""i5 8th 8/256 touch"", ""priceOffset"": 0.0, ""stock"": 5}]"
845 G8,845 G8 Ryzen 5 8/256,Generic,37000.0,44500,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/845 g8 ryzen.jfif,"{""Processor"": ""AMD Ryzen 5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""b7b52f4c-bf28-44af-ab9f-31db401032a0"", ""name"": ""Ryzen 5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
840 G3/G4,840 G3/G4 i5 8/256,Generic,25500.0,30500,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g3.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""5cc4df9a-acfa-46d7-93f9-b3b711e7c2da"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
640 G3,640 G3 i5 8/256 6th gen,Generic,23500.0,28000,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp 640 G3 i5.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""628e6b54-a4be-429a-8a8c-a4e83479cdaf"", ""name"": ""i5 8/256 6th gen"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""66b442cf-ecb9-409b-86b0-18482d989f8f"", ""name"": ""i5 8/256"", ""priceOffset"": 1500.0, ""stock"": 5}]"
640 G4,640 G4 i5 8/256 7th gen,Generic,24000.0,29000,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/640 g4.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""8c96df1a-a9ba-42b0-85c9-3577adc97b3f"", ""name"": ""i5 8/256 7th gen"", ""priceOffset"": 0.0, ""stock"": 5}]"
845 G7,845 G7 Ryzen 5 8/256,Generic,34000.0,41000,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/845 G7 Ryzen 5.jfif,"{""Processor"": ""AMD Ryzen 5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""82036284-3ff1-46a0-9de5-30d6c531dbf5"", ""name"": ""Ryzen 5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
745 G6,745 G6 Ryzen 5 8/256,Generic,30000.0,36000,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/745 G6 Ryzen 5.jfif,"{""Processor"": ""AMD Ryzen 5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""86ab5bac-cb51-43ea-84c2-4f9ee978e99d"", ""name"": ""Ryzen 5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
Hp 840 g7,Hp 840 g7 i7 10th gen 16gb 512gb touch,Hp,48000.0,57500,15,Hp,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp 840 g5 i7 8th 16gb 512gb non.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""16GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""425b3e97-3b2d-49d0-bab7-f5274d074e68"", ""name"": ""i7 10th gen 16gb 512gb touch"", ""priceOffset"": 0.0, ""stock"": 5}]"
Hp 830 g7,Hp 830 g7 i5 10th gen 8gb 256gb touch,Hp,37000.0,44500,15,Hp,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/830 g7.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""1245d694-a1f1-4e7c-9670-c64dd2f5d515"", ""name"": ""i5 10th gen 8gb 256gb touch"", ""priceOffset"": 0.0, ""stock"": 5}]"
Hp 640 g5,Hp 640 g5 i5 8th gen 8gb 256gb non,Hp,28000.0,33500,15,Hp,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/640 G2 i5 6th.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB""}","[{""id"": ""b90dc96b-130c-4672-87c7-8133710a9282"", ""name"": ""i5 8th gen 8gb 256gb non"", ""priceOffset"": 0.0, ""stock"": 5}]"
Hp 840 g3,Hp 840 g3 i5 6th gen 8gb 256gb ts,Hp,29000.0,35000,15,Hp,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g3.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""18083339-c219-48d9-bc4b-7ab86c5053ff"", ""name"": ""i5 6th gen 8gb 256gb ts"", ""priceOffset"": 0.0, ""stock"": 5}]"
Hp840 G3,Hp840 G3 i7 8/256,Hp,27000.0,32500,15,Hp,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp840 G3.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""7462b9b5-1d5a-4160-b2d5-5a126d53dd97"", ""name"": ""i7 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
Hp 840 g5,Hp 840 g5 i5 7th gen 8gb 256gb touch,Hp,32000.0,38500,15,Hp,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g5.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""16GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""7d9d5676-8525-492f-b7b8-57cd5dcbbd19"", ""name"": ""i5 7th gen 8gb 256gb touch"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""0eb555a9-e9f1-48f1-918d-437243800b21"", ""name"": ""i7 8th 16gb 512gb non"", ""priceOffset"": 7000.0, ""stock"": 5}]"
840g5,840g5 i7 core 16ram 512ssd touchscreen,Generic,40500.0,48500,15,Generic,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g5.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""16GB"", ""Storage"": ""512GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""f9546f81-d1de-4f10-b248-098de4bf607c"", ""name"": ""i7 core 16ram 512ssd touchscreen"", ""priceOffset"": 0.0, ""stock"": 5}]"
