name,description,brand,price,compareAtPrice,stock,categoryName,imageUrls,specs,variants
Yoga 11E,Yoga 11E 4/128,Generic,15000.0,18000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell 5320  i5 11gen.jfif,"{""RAM"": ""4GB"", ""Storage"": ""128GB""}","[{""id"": ""314d48a1-8562-4f84-882b-b15a69677d3e"", ""name"": ""4/128"", ""priceOffset"": 0.0, ""stock"": 5}]"
1040 G8,1040 G8 i7 32/512,Generic,65000.0,78000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/1040 g8.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""32GB"", ""Storage"": ""512GB""}","[{""id"": ""112b6bd5-7325-4247-92f7-c2103f4b91b2"", ""name"": ""i7 32/512"", ""priceOffset"": 0.0, ""stock"": 5}]"
830 G8,830 G8 i7 16/512,Generic,48500.0,58000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/830 g8.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""16GB"", ""Storage"": ""512GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""fdde811c-2d46-4dcb-b7a8-f6f404edf1e5"", ""name"": ""i7 16/512"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""6dfb2222-797a-4068-8d63-fedc572686fb"", ""name"": ""i7 16/512  TOUCH"", ""priceOffset"": 1500.0, ""stock"": 5}]"
830 G6,830 G6 i5 8/256 x360 touch,Generic,37500.0,45000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp 830 g6 i5 8th gen 8gb 256gb.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""0a1a8288-99d7-4d57-b289-86cccc2473c6"", ""name"": ""i5 8/256 x360 touch"", ""priceOffset"": 0.0, ""stock"": 5}]"
640 G2,640 G2 i5 6th gen 8/256,Generic,23500.0,28000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/640 G2 i5 6th.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""a0cff9d0-2ce8-4b38-8b19-15e99d644f82"", ""name"": ""i5 6th gen 8/256"", ""priceOffset"": 2000.0, ""stock"": 5}, {""id"": ""dc7e816a-3408-4391-849f-24b7168455bc"", ""name"": ""i5 6th gen 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
820 G3,820 G3 i5 8/256,Generic,24000.0,29000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/820 g3.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""a7763089-0238-4346-b50c-937b724885c1"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""a6f87929-bbf8-4ee1-9e84-497868eed4a1"", ""name"": ""i5 8/256"", ""priceOffset"": 500.0, ""stock"": 5}]"
820 G2,820 G2 i5 8/500gb,Generic,19500.0,23500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/1030 g2.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""500GB""}","[{""id"": ""5983c2d0-cf1f-43d8-8141-f05e73764ce5"", ""name"": ""i5 8/500gb"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 11 G10 12thgen,HP 11 G10 12thgen i5 8/256,Hp,30000.0,36000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/440 g10.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""f64c54b3-118a-4862-ba4d-5a7c1c443e3b"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 11 G6,HP 11 G6 i5 10th gen 8/256,Hp,26000.0,31000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/640 G2 i5 6th.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""644c74f4-cb94-4a52-aa0a-7fea90f469cd"", ""name"": ""i5 10th gen 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 11 G1,HP 11 G1 4/128,Hp,17500.0,21000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp 11 g1.jfif,"{""RAM"": ""4GB"", ""Storage"": ""128GB""}","[{""id"": ""be744061-0fe8-4497-a3a2-b9c803b71b0a"", ""name"": ""4/128"", ""priceOffset"": 0.0, ""stock"": 5}]"
11 G1,11 G1 8/128,Generic,18500.0,22000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp 11 g1.jfif,"{""RAM"": ""8GB"", ""Storage"": ""128GB""}","[{""id"": ""a76586cd-2e5d-40dc-8c0f-92a67b1b3bd8"", ""name"": ""8/128"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 830 G6,HP 830 G6 i5 8/256,Hp,30500.0,36500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp 830 g6 i5 8th gen 8gb 256gb.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""3591edb7-98ea-40fc-97c0-efadfa1938e5"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 840 G5,HP 840 G5 i5 8/256,Hp,30500.0,36500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g5.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""0f7091f5-fc95-4f87-814f-c3bcfc059051"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 840 G3,HP 840 G3 i7 8/256,Hp,27500.0,33000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g3.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""a5949964-a068-4a63-978f-ae7000d79fc2"", ""name"": ""i7 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 840 G4,HP 840 G4 i7 8/256,Hp,28500.0,34000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g4.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""a27b4588-5a11-4b9a-a90f-a4a3fbb5b6c8"", ""name"": ""i7 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
X390,X390 i5 16/256 touch,Generic,27000.0,32500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp x2.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""df3896a6-8d8b-4e70-a115-6d1bb4950507"", ""name"": ""i5 16/256 touch"", ""priceOffset"": 1500.0, ""stock"": 5}, {""id"": ""a593e149-99f2-48f2-8257-4948bc38235a"", ""name"": ""i5 16/256 normal"", ""priceOffset"": 500.0, ""stock"": 5}, {""id"": ""8fc172b8-6a79-43ab-8eeb-1cde777fbe21"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
X280,X280 i7 16/256,Generic,23500.0,28000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp x2.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""9c215dfd-cab7-432e-bc3e-07235d873eb3"", ""name"": ""i7 16/256"", ""priceOffset"": 8500.0, ""stock"": 5}, {""id"": ""9632ba15-e98d-4a85-986f-1b1aa24a6d8d"", ""name"": ""i7 16/256 touch"", ""priceOffset"": 9000.0, ""stock"": 5}, {""id"": ""467ef263-2efa-480a-a7ca-5e7612e422c0"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""369e7ae8-8f9d-4dc2-a0f4-0cd242907e71"", ""name"": ""i5 16/256"", ""priceOffset"": 3000.0, ""stock"": 5}, {""id"": ""9b67b8e0-05b6-41f5-8dd7-85798934e894"", ""name"": ""i5 8/256 touch"", ""priceOffset"": 3500.0, ""stock"": 5}]"
Dell 5300,Dell 5300 i5 16/256 touch x360,Dell,29000.0,35000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell 5300.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""8a9f45dc-1ad1-4213-91d8-17028f20fe82"", ""name"": ""i5 16/256 touch x360"", ""priceOffset"": 500.0, ""stock"": 5}, {""id"": ""23510589-4b36-4dd5-b86c-96376f614d76"", ""name"": ""i5 8/256 touch"", ""priceOffset"": 0.0, ""stock"": 5}]"
830 G7,830 G7 i7 16/512 x360 touch,Generic,43000.0,51500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/830 g7.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""16GB"", ""Storage"": ""512GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""e0de088b-7165-4cdc-ba50-8e839295787a"", ""name"": ""i7 16/512 x360 touch"", ""priceOffset"": 0.0, ""stock"": 5}]"
840 G6,840 G6 i7 16/512,Generic,32500.0,39000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp840 G6 i5 8th.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""758f0f6a-857a-4c5f-b045-ff68fd3296d5"", ""name"": ""i7 16/512"", ""priceOffset"": 13000.0, ""stock"": 5}, {""id"": ""4b39a316-ae37-4770-931e-4a18f168f80c"", ""name"": ""i5 8th 8/256 touch"", ""priceOffset"": 0.0, ""stock"": 5}]"
845 G8,845 G8 Ryzen 5 8/256,Generic,37000.0,44500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/845 g8 ryzen.jfif,"{""Processor"": ""AMD Ryzen 5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""51d124c8-20b4-4715-8a5d-c7704028489f"", ""name"": ""Ryzen 5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
840 G3/G4,840 G3/G4 i5 8/256,Generic,25500.0,30500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g3.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""7ca29c9e-25c5-4c54-8ee8-e8c7e5d6ba35"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
640 G3,640 G3 i5 8/256 6th gen,Generic,23500.0,28000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp 640 G3 i5.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""281895da-27ab-4843-93dd-a9f68971d0e2"", ""name"": ""i5 8/256 6th gen"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""28bfcc11-efe3-46bb-9422-0b22a4fb7f9b"", ""name"": ""i5 8/256"", ""priceOffset"": 1500.0, ""stock"": 5}]"
640 G4,640 G4 i5 8/256 7th gen,Generic,24000.0,29000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/640 g4.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""bea99f0a-179c-4069-a5ce-db1631f22eb3"", ""name"": ""i5 8/256 7th gen"", ""priceOffset"": 0.0, ""stock"": 5}]"
845 G7,845 G7 Ryzen 5 8/256,Generic,34000.0,41000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/845 G7 Ryzen 5.jfif,"{""Processor"": ""AMD Ryzen 5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""035a9e07-56bc-4fee-807e-39e0b55d3d85"", ""name"": ""Ryzen 5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
745 G6,745 G6 Ryzen 5 8/256,Generic,30000.0,36000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/745 G6 Ryzen 5.jfif,"{""Processor"": ""AMD Ryzen 5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""216daf40-3da0-445f-a000-f6add260f4e8"", ""name"": ""Ryzen 5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
Hp 840 g7,Hp 840 g7 i7 10th gen 16gb 512gb touch,Hp,48000.0,57500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp 840 g5 i7 8th 16gb 512gb non.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""16GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""e1ebebfe-cfdc-4875-ba9c-f76b0a42e838"", ""name"": ""i7 10th gen 16gb 512gb touch"", ""priceOffset"": 0.0, ""stock"": 5}]"
Hp 830 g7,Hp 830 g7 i5 10th gen 8gb 256gb touch,Hp,37000.0,44500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/830 g7.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""2111e8be-7d92-4c7a-9451-cce145b7fb38"", ""name"": ""i5 10th gen 8gb 256gb touch"", ""priceOffset"": 0.0, ""stock"": 5}]"
Hp 640 g5,Hp 640 g5 i5 8th gen 8gb 256gb non,Hp,28000.0,33500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/640 G2 i5 6th.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB""}","[{""id"": ""ed92399e-868c-4a9c-b57c-091f6ed6716f"", ""name"": ""i5 8th gen 8gb 256gb non"", ""priceOffset"": 0.0, ""stock"": 5}]"
Hp 840 g3,Hp 840 g3 i5 6th gen 8gb 256gb ts,Hp,29000.0,35000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g3.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""14f24f88-e249-4c22-8e86-f59bb5ddf9d9"", ""name"": ""i5 6th gen 8gb 256gb ts"", ""priceOffset"": 0.0, ""stock"": 5}]"
Hp840 G3,Hp840 G3 i7 8/256,Hp,27000.0,32500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp840 G3.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""51f2b683-9893-4e2d-9f00-04ac8ecf5b52"", ""name"": ""i7 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
Hp 840 g5,Hp 840 g5 i5 7th gen 8gb 256gb touch,Hp,32000.0,38500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g5.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""16GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""be7b0d4a-bf75-48f8-b9ee-8470e9ff47af"", ""name"": ""i5 7th gen 8gb 256gb touch"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""9ed7d131-b09f-4a36-af62-40ed64e377bd"", ""name"": ""i7 8th 16gb 512gb non"", ""priceOffset"": 7000.0, ""stock"": 5}]"
840g5,840g5 i7 core 16ram 512ssd touchscreen,Generic,40500.0,48500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g5.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""16GB"", ""Storage"": ""512GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""a0aa178c-3af8-47fa-9511-fd8cb2dc580d"", ""name"": ""i7 core 16ram 512ssd touchscreen"", ""priceOffset"": 0.0, ""stock"": 5}]"
