name,description,brand,price,compareAtPrice,stock,categoryName,imageUrls,specs,variants
Yoga 11E,Yoga 11E 4/128,Generic,15000.0,18000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell 5320  i5 11gen.jfif,"{""RAM"": ""4GB"", ""Storage"": ""128GB""}","[{""id"": ""70c86a1d-9b6b-4cad-8ca8-a563b677d869"", ""name"": ""4/128"", ""priceOffset"": 0.0, ""stock"": 5}]"
1040 G8,1040 G8 i7 32/512,Generic,65000.0,78000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/1040 g8.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""32GB"", ""Storage"": ""512GB""}","[{""id"": ""7f1984fe-2044-4841-af9f-9d85e61eebb1"", ""name"": ""i7 32/512"", ""priceOffset"": 0.0, ""stock"": 5}]"
830 G8,830 G8 i7 16/512,Generic,48500.0,58000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/830 g8.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""16GB"", ""Storage"": ""512GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""a0eed675-5d1d-4b60-bba4-113d33a5edbc"", ""name"": ""i7 16/512"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""c708dbf5-eeb5-4eae-8311-0ade34d3713a"", ""name"": ""i7 16/512  TOUCH"", ""priceOffset"": 1500.0, ""stock"": 5}]"
830 G6,830 G6 i5 8/256 x360 touch,Generic,37500.0,45000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp 830 g6 i5 8th gen 8gb 256gb.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""a9264e9a-2105-41b0-8cd7-f0c2d8f191c9"", ""name"": ""i5 8/256 x360 touch"", ""priceOffset"": 0.0, ""stock"": 5}]"
640 G2,640 G2 i5 6th gen 8/256,Generic,23500.0,28000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/640 G2 i5 6th.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""761d795e-0d79-4fba-8941-5d41748ad4bd"", ""name"": ""i5 6th gen 8/256"", ""priceOffset"": 2000.0, ""stock"": 5}, {""id"": ""9f360a27-3def-4d83-9241-34028fbf2a97"", ""name"": ""i5 6th gen 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
820 G3,820 G3 i5 8/256,Generic,24000.0,29000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/820 g3.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""c63460b9-e478-4319-99b0-4ba3da4d2932"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""6f768481-ec41-4698-a694-190ad9b01893"", ""name"": ""i5 8/256"", ""priceOffset"": 500.0, ""stock"": 5}]"
820 G2,820 G2 i5 8/500gb,Generic,19500.0,23500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/1030 g2.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""500GB""}","[{""id"": ""86227e91-4012-4e63-8c44-c30618b994e6"", ""name"": ""i5 8/500gb"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 11 G10 12thgen,HP 11 G10 12thgen i5 8/256,Hp,30000.0,36000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/440 g10.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""f32deff7-4205-41b7-bf2c-6a18bb10e130"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 11 G6,HP 11 G6 i5 10th gen 8/256,Hp,26000.0,31000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/640 G2 i5 6th.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""7ece5542-bfa8-4eb7-be1f-d8859d2c7035"", ""name"": ""i5 10th gen 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 11 G1,HP 11 G1 4/128,Hp,17500.0,21000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp 11 g1.jfif,"{""RAM"": ""4GB"", ""Storage"": ""128GB""}","[{""id"": ""6c8eed48-03e8-47d7-864a-06ed195fed0a"", ""name"": ""4/128"", ""priceOffset"": 0.0, ""stock"": 5}]"
11 G1,11 G1 8/128,Generic,18500.0,22000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp 11 g1.jfif,"{""RAM"": ""8GB"", ""Storage"": ""128GB""}","[{""id"": ""c5c32463-d37c-4768-ba09-d3f3cd1404ea"", ""name"": ""8/128"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 830 G6,HP 830 G6 i5 8/256,Hp,30500.0,36500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp 830 g6 i5 8th gen 8gb 256gb.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""3c5d31fb-85e2-410a-ac8e-f5cd79065405"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 840 G5,HP 840 G5 i5 8/256,Hp,30500.0,36500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g5.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""32e6cd0f-c6d2-4811-87bb-3b2beddf4485"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 840 G3,HP 840 G3 i7 8/256,Hp,27500.0,33000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g3.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""0376b4b0-1b34-4bdc-afdf-8ece98f08484"", ""name"": ""i7 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 840 G4,HP 840 G4 i7 8/256,Hp,28500.0,34000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g4.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""f94a1d83-ebe7-4427-b3ad-e4e18f831e0d"", ""name"": ""i7 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
X390,X390 i5 16/256 touch,Generic,27000.0,32500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp x2.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""0fb87554-5f7f-4fff-962b-25764fc475aa"", ""name"": ""i5 16/256 touch"", ""priceOffset"": 1500.0, ""stock"": 5}, {""id"": ""573765b6-b9f2-4db7-8ecf-84ebea7dc99e"", ""name"": ""i5 16/256 normal"", ""priceOffset"": 500.0, ""stock"": 5}, {""id"": ""6a4b9510-ff0c-44f8-a89a-52f7a71b97c9"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
X280,X280 i7 16/256,Generic,23500.0,28000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp x2.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""5da34caf-133e-4098-82a5-df06865c3587"", ""name"": ""i7 16/256"", ""priceOffset"": 8500.0, ""stock"": 5}, {""id"": ""35ebc6df-d390-4398-b151-1f62c2b810d4"", ""name"": ""i7 16/256 touch"", ""priceOffset"": 9000.0, ""stock"": 5}, {""id"": ""6bd00bc2-45fc-4249-9692-c74ecc0e4aab"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""76f7cca7-bdc0-4401-a55c-f525d7e2b18a"", ""name"": ""i5 16/256"", ""priceOffset"": 3000.0, ""stock"": 5}, {""id"": ""faa02666-6a21-45be-b17e-d0942aa8af96"", ""name"": ""i5 8/256 touch"", ""priceOffset"": 3500.0, ""stock"": 5}]"
Dell 5300,Dell 5300 i5 16/256 touch x360,Dell,29000.0,35000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell 5300.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""040c0016-3c5f-4de0-9901-34f6854238df"", ""name"": ""i5 16/256 touch x360"", ""priceOffset"": 500.0, ""stock"": 5}, {""id"": ""b252f718-6732-465b-a359-9fd29aeaf64f"", ""name"": ""i5 8/256 touch"", ""priceOffset"": 0.0, ""stock"": 5}]"
830 G7,830 G7 i7 16/512 x360 touch,Generic,43000.0,51500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/830 g7.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""16GB"", ""Storage"": ""512GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""e28f80b8-6bb5-4553-b602-1aa90a7a1322"", ""name"": ""i7 16/512 x360 touch"", ""priceOffset"": 0.0, ""stock"": 5}]"
840 G6,840 G6 i7 16/512,Generic,32500.0,39000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp840 G6 i5 8th.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""ca6ec5d9-1bde-46e7-8f7b-3e5de9c04fa9"", ""name"": ""i7 16/512"", ""priceOffset"": 13000.0, ""stock"": 5}, {""id"": ""fe5f03cf-50b0-44ff-92d2-47a472f47ed4"", ""name"": ""i5 8th 8/256 touch"", ""priceOffset"": 0.0, ""stock"": 5}]"
845 G8,845 G8 Ryzen 5 8/256,Generic,37000.0,44500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/845 g8 ryzen.jfif,"{""Processor"": ""AMD Ryzen 5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""f9cb6c06-cc64-450b-bd23-4385a2ad2003"", ""name"": ""Ryzen 5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
840 G3/G4,840 G3/G4 i5 8/256,Generic,25500.0,30500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g3.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""7bef2857-121c-4942-98e8-d5e36eff7fc6"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
640 G3,640 G3 i5 8/256 6th gen,Generic,23500.0,28000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp 640 G3 i5.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""71e7e605-add7-413c-990d-128669886001"", ""name"": ""i5 8/256 6th gen"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""4c5d3a8c-68da-432d-89cb-f4a108728443"", ""name"": ""i5 8/256"", ""priceOffset"": 1500.0, ""stock"": 5}]"
640 G4,640 G4 i5 8/256 7th gen,Generic,24000.0,29000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/640 g4.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""56626b1d-da0e-45fb-a74b-ba955079b096"", ""name"": ""i5 8/256 7th gen"", ""priceOffset"": 0.0, ""stock"": 5}]"
845 G7,845 G7 Ryzen 5 8/256,Generic,34000.0,41000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/845 G7 Ryzen 5.jfif,"{""Processor"": ""AMD Ryzen 5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""4694c5b7-1001-49a7-ab29-f2256ea704b3"", ""name"": ""Ryzen 5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
745 G6,745 G6 Ryzen 5 8/256,Generic,30000.0,36000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/745 G6 Ryzen 5.jfif,"{""Processor"": ""AMD Ryzen 5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""206891b0-4d9e-4585-b8c0-f9dcd1d4c30d"", ""name"": ""Ryzen 5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
Hp 840 g7,Hp 840 g7 i7 10th gen 16gb 512gb touch,Hp,48000.0,57500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp 840 g5 i7 8th 16gb 512gb non.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""16GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""c8b90565-d102-40af-b199-9c11042e6460"", ""name"": ""i7 10th gen 16gb 512gb touch"", ""priceOffset"": 0.0, ""stock"": 5}]"
Hp 830 g7,Hp 830 g7 i5 10th gen 8gb 256gb touch,Hp,37000.0,44500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/830 g7.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""22e68b5c-328e-4fb8-968f-f2e34e277544"", ""name"": ""i5 10th gen 8gb 256gb touch"", ""priceOffset"": 0.0, ""stock"": 5}]"
Hp 640 g5,Hp 640 g5 i5 8th gen 8gb 256gb non,Hp,28000.0,33500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/640 G2 i5 6th.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB""}","[{""id"": ""0015e760-352d-4d9e-a094-8e9436cb5c97"", ""name"": ""i5 8th gen 8gb 256gb non"", ""priceOffset"": 0.0, ""stock"": 5}]"
Hp 840 g3,Hp 840 g3 i5 6th gen 8gb 256gb ts,Hp,29000.0,35000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g3.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""81ce7926-6b79-41bf-8efc-60f264f2603b"", ""name"": ""i5 6th gen 8gb 256gb ts"", ""priceOffset"": 0.0, ""stock"": 5}]"
Hp840 G3,Hp840 G3 i7 8/256,Hp,27000.0,32500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp840 G3.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""796890a0-7f97-4d60-acdd-077af781032e"", ""name"": ""i7 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
Hp 840 g5,Hp 840 g5 i5 7th gen 8gb 256gb touch,Hp,32000.0,38500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g5.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""16GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""cbfd19e2-ada7-4825-bd96-3810b3962ae7"", ""name"": ""i5 7th gen 8gb 256gb touch"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""331006c4-aad4-401a-9eb9-bbdb97e72f98"", ""name"": ""i7 8th 16gb 512gb non"", ""priceOffset"": 7000.0, ""stock"": 5}]"
840g5,840g5 i7 core 16ram 512ssd touchscreen,Generic,40500.0,48500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g5.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""16GB"", ""Storage"": ""512GB"", ""Touchscreen"": ""Yes""}","[{""id"": ""fc72b16e-e396-465d-afd1-b06348dd1c63"", ""name"": ""i7 core 16ram 512ssd touchscreen"", ""priceOffset"": 0.0, ""stock"": 5}]"
